classifier,classification_type,feature,max_ROI,gentl_result_param,accuracy,f1_score,precision,sensitivity,specificity
svm,early_vs_late_stage,homogeneity,30,average_generation_absolute_distance_results,72.31,60.59,61.78,61.0,40.0
svm,ptc_vs_mibc,homogeneity,30,average_generation_absolute_distance_results,63.0,62.6,63.25,62.96,62.86
svm,cancer_invasion,homogeneity,30,average_mean_absolute_distance_results,41.54,40.8,45.57,45.47,59.0
svm,cancer_stage,homogeneity,30,average_mean_absolute_distance_results,18.0,13.36,14.13,17.77,84.71
svm,early_vs_late_stage,homogeneity,30,average_mean_absolute_distance_results,61.54,56.26,58.03,61.0,60.0
svm,ptc_vs_mibc,homogeneity,30,average_mean_absolute_distance_results,59.17,58.63,59.02,58.81,54.29
svm,cancer_invasion,homogeneity,40,,73.85,69.75,74.38,69.25,51.0
svm,cancer_stage,homogeneity,40,,34.94,19.36,18.56,20.62,87.19
svm,early_vs_late_stage,homogeneity,40,,81.54,67.42,81.36,64.67,33.33
svm,ptc_vs_mibc,homogeneity,40,,67.42,66.56,68.63,67.76,68.57
svm,cancer_invasion,homogeneity,40,average_best_absolute_distance_results,55.38,54.67,55.95,56.92,63.0
svm,cancer_stage,homogeneity,40,average_best_absolute_distance_results,17.97,17.86,18.32,25.11,86.18
svm,early_vs_late_stage,homogeneity,40,average_best_absolute_distance_results,72.31,63.3,64.29,63.33,46.67
svm,ptc_vs_mibc,homogeneity,40,average_best_absolute_distance_results,59.25,57.5,60.81,58.91,51.43
svm,cancer_invasion,homogeneity,40,average_generation_absolute_distance_results,60.0,58.29,59.58,59.56,58.0
svm,cancer_stage,homogeneity,40,average_generation_absolute_distance_results,13.84,8.91,9.7,19.5,89.77
svm,early_vs_late_stage,homogeneity,40,average_generation_absolute_distance_results,63.08,56.99,60.06,62.0,60.0
svm,ptc_vs_mibc,homogeneity,40,average_generation_absolute_distance_results,56.58,56.39,57.52,57.3,65.71
svm,cancer_invasion,homogeneity,40,average_mean_absolute_distance_results,49.23,46.27,51.14,50.58,57.0
svm,cancer_stage,homogeneity,40,average_mean_absolute_distance_results,24.03,16.98,16.04,26.26,88.5
svm,early_vs_late_stage,homogeneity,40,average_mean_absolute_distance_results,63.08,53.74,55.42,55.0,40.0
svm,ptc_vs_mibc,homogeneity,40,average_mean_absolute_distance_results,59.08,57.57,59.24,58.13,45.71
svm,cancer_invasion,homogeneity,50,,73.85,69.75,74.38,69.25,51.0
svm,cancer_stage,homogeneity,50,,34.94,19.36,18.56,20.62,87.19
svm,early_vs_late_stage,homogeneity,50,,81.54,67.42,81.36,64.67,33.33
svm,ptc_vs_mibc,homogeneity,50,,67.42,66.56,68.63,67.76,68.57
svm,cancer_invasion,homogeneity,50,average_best_absolute_distance_results,56.92,54.69,56.71,55.89,54.0
svm,cancer_stage,homogeneity,50,average_best_absolute_distance_results,19.01,15.22,18.15,21.1,85.87
svm,early_vs_late_stage,homogeneity,50,average_best_absolute_distance_results,58.46,49.47,50.69,52.0,40.0
svm,ptc_vs_mibc,homogeneity,50,average_best_absolute_distance_results,56.58,53.93,60.11,57.38,71.43
svm,cancer_invasion,homogeneity,50,average_generation_absolute_distance_results,52.31,50.87,53.76,53.44,58.0
svm,cancer_stage,homogeneity,50,average_generation_absolute_distance_results,16.96,13.86,18.95,16.66,88.02
svm,early_vs_late_stage,homogeneity,50,average_generation_absolute_distance_results,64.62,58.64,59.93,63.0,60.0
svm,ptc_vs_mibc,homogeneity,50,average_generation_absolute_distance_results,60.67,59.57,63.68,62.22,80.0
svm,cancer_invasion,homogeneity,50,average_mean_absolute_distance_results,50.77,47.58,51.21,50.67,53.0
svm,cancer_stage,homogeneity,50,average_mean_absolute_distance_results,23.98,21.62,22.72,30.27,86.73
svm,early_vs_late_stage,homogeneity,50,average_mean_absolute_distance_results,66.15,57.75,60.45,61.67,53.33
svm,ptc_vs_mibc,homogeneity,50,average_mean_absolute_distance_results,57.92,56.71,57.94,57.02,45.71
svm,cancer_invasion,contrast,10,,66.15,65.42,67.71,69.03,80.0
svm,cancer_stage,contrast,10,,24.96,19.26,24.05,17.84,86.35
svm,early_vs_late_stage,contrast,10,,78.46,69.25,70.45,69.67,53.33
svm,ptc_vs_mibc,contrast,10,,54.0,48.41,56.85,52.16,25.71
svm,cancer_invasion,contrast,10,average_best_absolute_distance_results,63.08,60.51,62.69,60.19,49.0
svm,cancer_stage,contrast,10,average_best_absolute_distance_results,15.06,13.48,24.5,14.39,87.78
svm,early_vs_late_stage,contrast,10,average_best_absolute_distance_results,73.85,64.09,68.36,64.33,46.67
svm,ptc_vs_mibc,contrast,10,average_best_absolute_distance_results,61.83,59.64,62.73,60.5,45.71
svm,cancer_invasion,contrast,10,average_generation_absolute_distance_results,67.69,54.99,54.6,59.14,28.0
svm,cancer_stage,contrast,10,average_generation_absolute_distance_results,17.97,18.04,22.46,22.33,86.07
svm,early_vs_late_stage,contrast,10,average_generation_absolute_distance_results,80.0,70.6,74.96,70.67,53.33
svm,ptc_vs_mibc,contrast,10,average_generation_absolute_distance_results,63.08,61.88,64.9,63.0,65.71
svm,cancer_invasion,contrast,10,average_mean_absolute_distance_results,66.15,64.14,66.14,65.17,62.0
svm,cancer_stage,contrast,10,average_mean_absolute_distance_results,14.05,11.31,18.31,15.71,86.42
svm,early_vs_late_stage,contrast,10,average_mean_absolute_distance_results,70.77,64.06,64.4,67.0,60.0
svm,ptc_vs_mibc,contrast,10,average_mean_absolute_distance_results,63.08,62.39,63.88,62.92,60.0
svm,cancer_invasion,contrast,20,,66.15,65.42,67.71,69.03,80.0
svm,cancer_stage,contrast,20,,24.96,19.26,24.05,17.84,86.35
svm,early_vs_late_stage,contrast,20,,78.46,69.25,70.45,69.67,53.33
svm,ptc_vs_mibc,contrast,20,,54.0,48.41,56.85,52.16,25.71
svm,cancer_invasion,contrast,20,average_best_absolute_distance_results,53.85,52.71,53.82,53.58,53.0
svm,cancer_stage,contrast,20,average_best_absolute_distance_results,13.01,8.29,10.94,12.09,87.01
svm,early_vs_late_stage,contrast,20,average_best_absolute_distance_results,78.46,63.07,71.24,62.67,33.33
svm,ptc_vs_mibc,contrast,20,average_best_absolute_distance_results,57.92,57.76,58.69,58.55,65.71
svm,cancer_invasion,contrast,20,average_generation_absolute_distance_results,60.0,57.94,61.08,60.67,63.0
svm,cancer_stage,contrast,20,average_generation_absolute_distance_results,21.0,12.28,15.57,14.99,87.35
svm,early_vs_late_stage,contrast,20,average_generation_absolute_distance_results,75.38,63.48,64.7,63.0,40.0
svm,ptc_vs_mibc,contrast,20,average_generation_absolute_distance_results,59.25,58.85,60.19,59.8,65.71
svm,cancer_invasion,contrast,20,average_mean_absolute_distance_results,55.38,53.97,55.5,54.69,53.0
svm,cancer_stage,contrast,20,average_mean_absolute_distance_results,19.01,8.81,7.99,20.42,86.81
svm,early_vs_late_stage,contrast,20,average_mean_absolute_distance_results,50.77,48.75,57.17,58.67,73.33
svm,ptc_vs_mibc,contrast,20,average_mean_absolute_distance_results,57.75,57.14,58.64,58.23,62.86
svm,cancer_invasion,contrast,30,,66.15,65.42,67.71,69.03,80.0
svm,cancer_stage,contrast,30,,24.96,19.26,24.05,17.84,86.35
svm,early_vs_late_stage,contrast,30,,78.46,69.25,70.45,69.67,53.33
svm,ptc_vs_mibc,contrast,30,,54.0,48.41,56.85,52.16,25.71
svm,cancer_invasion,contrast,30,average_best_absolute_distance_results,60.0,56.26,60.13,56.19,41.0
svm,cancer_stage,contrast,30,average_best_absolute_distance_results,14.94,11.07,12.8,14.88,86.35
svm,early_vs_late_stage,contrast,30,average_best_absolute_distance_results,60.0,46.46,46.92,48.33,26.67
svm,ptc_vs_mibc,contrast,30,average_best_absolute_distance_results,61.83,61.43,63.23,62.52,71.43
svm,cancer_invasion,contrast,30,average_generation_absolute_distance_results,55.38,51.28,54.67,53.53,49.0
svm,cancer_stage,contrast,30,average_generation_absolute_distance_results,23.05,12.95,12.49,15.73,86.53
svm,early_vs_late_stage,contrast,30,average_generation_absolute_distance_results,72.31,60.84,61.86,61.0,40.0
svm,ptc_vs_mibc,contrast,30,average_generation_absolute_distance_results,63.08,62.79,63.58,63.45,68.57
svm,cancer_invasion,contrast,30,average_mean_absolute_distance_results,63.08,62.64,67.07,66.92,83.0
svm,cancer_stage,contrast,30,average_mean_absolute_distance_results,16.04,17.08,22.26,26.78,85.38
svm,early_vs_late_stage,contrast,30,average_mean_absolute_distance_results,58.46,54.54,58.25,61.33,66.67
svm,ptc_vs_mibc,contrast,30,average_mean_absolute_distance_results,51.5,51.18,51.49,51.41,51.43
svm,cancer_invasion,contrast,40,,66.15,65.42,67.71,69.03,80.0
svm,cancer_stage,contrast,40,,24.96,19.26,24.05,17.84,86.35
svm,early_vs_late_stage,contrast,40,,78.46,69.25,70.45,69.67,53.33
svm,ptc_vs_mibc,contrast,40,,54.0,48.41,56.85,52.16,25.71
svm,cancer_invasion,contrast,40,average_best_absolute_distance_results,63.08,58.7,62.37,59.03,45.0
svm,cancer_stage,contrast,40,average_best_absolute_distance_results,16.1,14.28,14.88,20.85,88.22
svm,early_vs_late_stage,contrast,40,average_best_absolute_distance_results,70.77,60.74,61.07,62.33,46.67
svm,ptc_vs_mibc,contrast,40,average_best_absolute_distance_results,60.75,58.48,62.7,59.48,42.86
svm,cancer_invasion,contrast,40,average_generation_absolute_distance_results,69.23,66.06,67.85,67.67,62.0
svm,cancer_stage,contrast,40,average_generation_absolute_distance_results,15.03,14.02,14.1,21.9,90.9
svm,early_vs_late_stage,contrast,40,average_generation_absolute_distance_results,73.85,66.56,70.47,69.0,60.0
svm,ptc_vs_mibc,contrast,40,average_generation_absolute_distance_results,60.75,59.09,63.05,59.84,48.57
svm,cancer_invasion,contrast,40,average_mean_absolute_distance_results,58.46,58.24,63.83,63.44,83.0
svm,cancer_stage,contrast,40,average_mean_absolute_distance_results,14.02,12.73,19.16,16.1,85.48
svm,early_vs_late_stage,contrast,40,average_mean_absolute_distance_results,52.31,49.6,58.38,59.67,73.33
svm,ptc_vs_mibc,contrast,40,average_mean_absolute_distance_results,64.67,63.3,65.99,64.27,57.14
svm,cancer_invasion,contrast,50,,66.15,65.42,67.71,69.03,80.0
svm,cancer_stage,contrast,50,,24.96,19.26,24.05,17.84,86.35
svm,early_vs_late_stage,contrast,50,,78.46,69.25,70.45,69.67,53.33
svm,ptc_vs_mibc,contrast,50,,54.0,48.41,56.85,52.16,25.71
svm,cancer_invasion,contrast,50,average_best_absolute_distance_results,63.08,59.98,63.31,60.06,49.0
svm,cancer_stage,contrast,50,average_best_absolute_distance_results,16.96,12.99,17.87,25.43,90.79
svm,early_vs_late_stage,contrast,50,average_best_absolute_distance_results,53.85,46.45,49.56,49.0,40.0
svm,ptc_vs_mibc,contrast,50,average_best_absolute_distance_results,55.42,52.66,54.78,54.17,40.0
svm,cancer_invasion,contrast,50,average_generation_absolute_distance_results,56.92,55.72,57.66,57.81,62.0
svm,cancer_stage,contrast,50,average_generation_absolute_distance_results,19.99,14.14,18.1,14.03,85.91
svm,early_vs_late_stage,contrast,50,average_generation_absolute_distance_results,73.85,57.1,61.89,57.33,26.67
svm,ptc_vs_mibc,contrast,50,average_generation_absolute_distance_results,59.08,57.91,59.93,59.17,60.0
svm,cancer_invasion,contrast,50,average_mean_absolute_distance_results,58.46,58.15,62.15,62.56,79.0
svm,cancer_stage,contrast,50,average_mean_absolute_distance_results,14.02,15.3,18.05,25.59,85.81
svm,early_vs_late_stage,contrast,50,average_mean_absolute_distance_results,47.69,46.39,60.94,61.33,86.67
svm,ptc_vs_mibc,contrast,50,average_mean_absolute_distance_results,58.08,57.37,58.23,57.7,54.29
knn,cancer_invasion,dissimilarity,10,,67.69,65.22,66.35,65.31,57.0
knn,cancer_stage,dissimilarity,10,,35.92,20.26,19.4,22.72,85.32
knn,early_vs_late_stage,dissimilarity,10,,76.92,66.57,67.18,66.33,46.67
knn,ptc_vs_mibc,dissimilarity,10,,56.58,54.79,57.36,55.73,42.86
knn,cancer_invasion,dissimilarity,10,average_best_absolute_distance_results,61.54,60.02,62.38,63.31,68.0
knn,cancer_stage,dissimilarity,10,average_best_absolute_distance_results,40.08,14.74,14.16,19.05,85.69
knn,early_vs_late_stage,dissimilarity,10,average_best_absolute_distance_results,76.92,68.0,71.97,68.67,53.33
knn,ptc_vs_mibc,dissimilarity,10,average_best_absolute_distance_results,67.17,66.67,69.44,68.19,80.0
knn,cancer_invasion,dissimilarity,10,average_generation_absolute_distance_results,61.54,56.26,57.72,56.78,38.0
knn,cancer_stage,dissimilarity,10,average_generation_absolute_distance_results,29.03,15.43,15.42,15.85,85.08
knn,early_vs_late_stage,dissimilarity,10,average_generation_absolute_distance_results,83.08,71.65,83.83,70.33,46.67
knn,ptc_vs_mibc,dissimilarity,10,average_generation_absolute_distance_results,67.17,66.51,67.93,66.98,62.86
knn,cancer_invasion,dissimilarity,10,average_mean_absolute_distance_results,72.31,68.98,70.8,69.14,58.0
knn,cancer_stage,dissimilarity,10,average_mean_absolute_distance_results,40.02,18.58,17.23,21.28,86.01
knn,early_vs_late_stage,dissimilarity,10,average_mean_absolute_distance_results,83.08,73.95,81.5,75.0,60.0
knn,ptc_vs_mibc,dissimilarity,10,average_mean_absolute_distance_results,61.92,61.69,62.12,61.81,60.0
knn,cancer_invasion,dissimilarity,20,,67.69,65.22,66.35,65.31,57.0
knn,cancer_stage,dissimilarity,20,,35.92,20.26,19.4,22.72,85.32
knn,early_vs_late_stage,dissimilarity,20,,76.92,66.57,67.18,66.33,46.67
knn,ptc_vs_mibc,dissimilarity,20,,56.58,54.79,57.36,55.73,42.86
knn,cancer_invasion,dissimilarity,20,average_best_absolute_distance_results,58.46,50.02,50.87,51.78,28.0
knn,cancer_stage,dissimilarity,20,average_best_absolute_distance_results,32.03,17.81,18.02,19.34,84.41
knn,early_vs_late_stage,dissimilarity,20,average_best_absolute_distance_results,69.23,53.57,52.88,54.33,26.67
knn,ptc_vs_mibc,dissimilarity,20,average_best_absolute_distance_results,61.83,61.57,62.53,62.34,68.57
knn,cancer_invasion,dissimilarity,20,average_generation_absolute_distance_results,70.77,61.51,69.72,63.39,34.0
knn,cancer_stage,dissimilarity,20,average_generation_absolute_distance_results,30.01,13.5,13.17,15.96,83.64
knn,early_vs_late_stage,dissimilarity,20,average_generation_absolute_distance_results,78.46,64.38,71.06,62.67,33.33
knn,ptc_vs_mibc,dissimilarity,20,average_generation_absolute_distance_results,56.33,55.74,56.35,56.31,54.29
knn,cancer_invasion,dissimilarity,20,average_mean_absolute_distance_results,69.23,57.05,59.04,60.39,28.0
knn,cancer_stage,dissimilarity,20,average_mean_absolute_distance_results,31.02,14.33,13.55,17.51,84.01
knn,early_vs_late_stage,dissimilarity,20,average_mean_absolute_distance_results,72.31,45.76,43.34,49.33,6.67
knn,ptc_vs_mibc,dissimilarity,20,average_mean_absolute_distance_results,56.67,55.66,56.72,56.41,51.43
knn,cancer_invasion,dissimilarity,30,,67.69,65.22,66.35,65.31,57.0
knn,cancer_stage,dissimilarity,30,,35.92,20.26,19.4,22.72,85.32
knn,early_vs_late_stage,dissimilarity,30,,76.92,66.57,67.18,66.33,46.67
knn,ptc_vs_mibc,dissimilarity,30,,56.58,54.79,57.36,55.73,42.86
knn,cancer_invasion,dissimilarity,30,average_best_absolute_distance_results,61.54,56.36,59.77,56.28,37.0
knn,cancer_stage,dissimilarity,30,average_best_absolute_distance_results,27.99,13.44,16.13,15.02,83.91
knn,early_vs_late_stage,dissimilarity,30,average_best_absolute_distance_results,70.77,53.12,51.52,55.33,26.67
knn,ptc_vs_mibc,dissimilarity,30,average_best_absolute_distance_results,61.92,61.18,62.63,61.63,57.14
knn,cancer_invasion,dissimilarity,30,average_generation_absolute_distance_results,61.54,58.28,60.42,58.89,50.0
knn,cancer_stage,dissimilarity,30,average_generation_absolute_distance_results,33.96,15.63,16.59,18.31,84.68
knn,early_vs_late_stage,dissimilarity,30,average_generation_absolute_distance_results,75.38,57.74,58.57,58.33,26.67
knn,ptc_vs_mibc,dissimilarity,30,average_generation_absolute_distance_results,65.75,64.92,66.1,65.1,57.14
knn,cancer_invasion,dissimilarity,30,average_mean_absolute_distance_results,67.69,60.61,64.47,61.14,37.0
knn,cancer_stage,dissimilarity,30,average_mean_absolute_distance_results,25.04,30.66,34.32,30.66,83.53
knn,early_vs_late_stage,dissimilarity,30,average_mean_absolute_distance_results,72.31,65.28,64.97,68.0,60.0
knn,ptc_vs_mibc,dissimilarity,30,average_mean_absolute_distance_results,60.5,57.51,66.36,59.88,51.43
knn,cancer_invasion,dissimilarity,40,,67.69,65.22,66.35,65.31,57.0
knn,cancer_stage,dissimilarity,40,,35.92,20.26,19.4,22.72,85.32
knn,early_vs_late_stage,dissimilarity,40,,76.92,66.57,67.18,66.33,46.67
knn,ptc_vs_mibc,dissimilarity,40,,56.58,54.79,57.36,55.73,42.86
knn,cancer_invasion,dissimilarity,40,average_best_absolute_distance_results,56.92,55.48,58.1,57.19,58.0
knn,cancer_stage,dissimilarity,40,average_best_absolute_distance_results,36.96,13.13,10.43,17.78,84.82
knn,early_vs_late_stage,dissimilarity,40,average_best_absolute_distance_results,66.15,52.56,53.48,54.67,33.33
knn,ptc_vs_mibc,dissimilarity,40,average_best_absolute_distance_results,58.0,56.89,58.38,57.98,54.29
knn,cancer_invasion,dissimilarity,40,average_generation_absolute_distance_results,63.08,56.96,61.36,57.53,37.0
knn,cancer_stage,dissimilarity,40,average_generation_absolute_distance_results,32.98,15.06,14.5,17.21,84.46
knn,early_vs_late_stage,dissimilarity,40,average_generation_absolute_distance_results,75.38,58.44,65.97,58.33,26.67
knn,ptc_vs_mibc,dissimilarity,40,average_generation_absolute_distance_results,64.42,64.01,65.02,64.35,62.86
knn,cancer_invasion,dissimilarity,40,average_mean_absolute_distance_results,67.69,57.87,58.41,60.53,33.0
knn,cancer_stage,dissimilarity,40,average_mean_absolute_distance_results,30.04,23.61,24.2,25.45,84.69
knn,early_vs_late_stage,dissimilarity,40,average_mean_absolute_distance_results,73.85,55.89,55.15,57.33,26.67
knn,ptc_vs_mibc,dissimilarity,40,average_mean_absolute_distance_results,57.83,55.63,57.65,56.53,40.0
knn,cancer_invasion,dissimilarity,50,,67.69,65.22,66.35,65.31,57.0
knn,cancer_stage,dissimilarity,50,,35.92,20.26,19.4,22.72,85.32
knn,early_vs_late_stage,dissimilarity,50,,76.92,66.57,67.18,66.33,46.67
knn,ptc_vs_mibc,dissimilarity,50,,56.58,54.79,57.36,55.73,42.86
knn,cancer_invasion,dissimilarity,50,average_best_absolute_distance_results,61.54,61.09,63.92,63.94,74.0
knn,cancer_stage,dissimilarity,50,average_best_absolute_distance_results,32.06,20.38,21.37,22.44,84.76
knn,early_vs_late_stage,dissimilarity,50,average_best_absolute_distance_results,83.08,70.41,75.61,70.33,46.67
knn,ptc_vs_mibc,dissimilarity,50,average_best_absolute_distance_results,58.08,56.84,58.31,57.34,48.57
knn,cancer_invasion,dissimilarity,50,average_generation_absolute_distance_results,67.69,62.4,62.29,63.28,46.0
knn,cancer_stage,dissimilarity,50,average_generation_absolute_distance_results,38.06,15.1,17.31,19.97,84.92
knn,early_vs_late_stage,dissimilarity,50,average_generation_absolute_distance_results,66.15,50.03,49.05,52.33,26.67
knn,ptc_vs_mibc,dissimilarity,50,average_generation_absolute_distance_results,59.25,59.13,60.12,59.98,68.57
knn,cancer_invasion,dissimilarity,50,average_mean_absolute_distance_results,70.77,62.74,69.18,63.5,37.0
knn,cancer_stage,dissimilarity,50,average_mean_absolute_distance_results,24.0,17.93,21.08,17.2,83.57
knn,early_vs_late_stage,dissimilarity,50,average_mean_absolute_distance_results,78.46,53.75,59.55,55.67,13.33
